IsUrban,NTLBin,NTLArea,X+AF8-deg,Y+AF8-deg,GridCellArea,ID,Pop,Elevation,LandCover,NightLights,Slope,GHI,TravelHours,WindVel,SubstationDist,RoadDist,CurrentMVLineDist,PlannedMVLinedist,Hydropower,HydropowerFID,HydropowerDist,X,Y,CurrentHVLineDist,PlannedHVLineDist,TransformerDist,ResidentialDemandTierCustom,NTLBin.1,PerCapitaDemand,HealthDemand,EducationDemand,AgriDemand,ElectrificationOrder,Conflict,CommercialDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,Country,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,PopEndYear,Pop2023,Pop2030,Pop2018,ElecPop,ElecStart,GridDistCalibElec,Elec+AF8-Initial+AF8-Status+AF8-Grid2018,Elec+AF8-Init+AF8-Status+AF8-Offgrid2018,Actual+AF8-Elec+AF8-Status+AF8-2018,FinalElecCode2018,GridReachYear,NumPeoplePerHH,TotalEnergyPerCell,InvestmentCostLV2030,InvestmentCostMV2030,InvestmentCostHV2030,InvestmentCostTransformer2030,InvestmentCostConnection2030,InfrastructureCapitaCost2030,ResultsNoTimestep,NewConnections2023,EnergyPerSettlement2023,MG+AF8-Hydro2023,MG+AF8-PV2023,MG+AF8-Wind2023,MG+AF8-Diesel2023,SA+AF8-Diesel2023,SA+AF8-PV2023,Minimum+AF8-Tech+AF8-Off+AF8-grid2023,Minimum+AF8-LCOE+AF8-Off+AF8-grid2023,Off+AF8-Grid+AF8-Code2023,Elec+AF8-Initial+AF8-Status+AF8-Grid2023,Elec+AF8-Init+AF8-Status+AF8-Offgrid2023,Actual+AF8-Elec+AF8-Status+AF8-2023,Grid+AF8-extension2023,MinGridDist2023,ElectrificationOrder2023,MinimumOverall2023,MinimumOverallLCOE2023,MinimumOverallCode2023,InvestmentCost2023,InvestmentCapita2023,ElecStatusIn2023,GridElecIn2023,OffGridElecIn2023,FinalElecCode2023,NewCapacity2023,InvestmentCostLV2023,InvestmentCostMV2023,InvestmentCostHV2023,InvestmentCostTransformer2023,InvestmentCostConnection2023,InfrastructureCapitaCost2023,NewConnections2030,EnergyPerSettlement2030,MG+AF8-Hydro2030,MG+AF8-PV2030,MG+AF8-Wind2030,MG+AF8-Diesel2030,SA+AF8-Diesel2030,SA+AF8-PV2030,Minimum+AF8-Tech+AF8-Off+AF8-grid2030,Minimum+AF8-LCOE+AF8-Off+AF8-grid2030,Off+AF8-Grid+AF8-Code2030,Elec+AF8-Initial+AF8-Status+AF8-Grid2030,Elec+AF8-Init+AF8-Status+AF8-Offgrid2030,Actual+AF8-Elec+AF8-Status+AF8-2030,Grid+AF8-extension2030,MinGridDist2030,ElectrificationOrder2030,MinimumOverall2030,MinimumOverallLCOE2030,MinimumOverallCode2030,InvestmentCost2030,ElecStatusIn2030,GridElecIn2030,OffGridElecIn2030,FinalElecCode2030,NewCapacity2030
0,0,0.04,33.15197,+AC0-9.53838,0.009,169065,7.529622128,1323,9,0.04,1.7497,2153,2.01667,5.88685,94.48449,1.10347,5.8656,5.8656,337,3052,56.44925,3294159.831,+AC0-1177282.968,22.47048601,22.47048601,7.76535,26,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.130166977,8.441608295,12.15909692,9.827813687,12.15909692,8.441608295,0,0,7.76535,0,0,0,99,2018,5.5,532.5684451,0,0,0,0,0,0,3,9.827813687,430.4582395,99,1.423270755,1.636719283,1.896625633,0.795901258,0.357201849,SA+AF8-PV2023,0.357201849,3,0,0,0,99,0,0,SA+AF8-PV2023,0.357201849,3,1221.819847,124.3226506,0,0,0,99,0,0,0,0,0,0,0,12.15909692,532.5684451,99,1.217810427,1.433350051,1.687943734,0.792034827,0.366109124,SA+AF8-PV2030,0.366109124,3,0,0,1,99,0,0,SA+AF8-PV2030,0.366109124,3,1028.804378,1,0,1,3,0.274845665
0,0,0.04,33.15197,+AC0-13.48092,0.008,169066,7.999514043,1074,9,0.04,0.58992,2076,2.03333,4.90049,60.88886,4.4384,4.34962,4.34962,221,2216,33.28178,3265766.022,+AC0-1660944.692,5.6294282,5.6294282,4.54036,137.4444444,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.072148794,8.968413415,12.91789481,10.44112603,12.91789481,8.968413415,0,0,4.54036,0,0,0,99,2018,5.5,565.8037927,0,0,0,0,0,0,3,10.44112603,457.3213201,99,1.353450667,99,1.815238673,0.796738903,0.370450665,SA+AF8-PV2023,0.370450665,3,0,0,0,99,0,0,SA+AF8-PV2023,0.370450665,3,1346.214548,128.9338471,0,0,0,99,0,0,0,0,0,0,0,12.91789481,565.8037927,99,1.160917184,99,1.619580983,0.792872472,0.379688316,SA+AF8-PV2030,0.379688316,3,0,0,1,99,0,0,SA+AF8-PV2030,0.379688316,3,1133.547981,1,0,1,3,0.302827977
0,0,0.04,33.15197,+AC0-9.50755,0.009,169067,8.210954894,1299,9,0.04,1.22808,2173,2.03333,5.45251,96.20815,3.458,7.35585,7.35585,337,3052,57.03663,3294343.422,+AC0-1173490.748,25.25931279,25.25931279,8.17398,29.72222222,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.103209878,9.205463935,13.25933688,10.71710287,13.25933688,9.205463935,0,0,8.17398,0,0,0,99,2018,5.5,580.7589553,0,0,0,0,0,0,3,10.71710287,469.4091057,99,1.326944519,1.640650718,1.794985766,0.796738903,0.353914211,SA+AF8-PV2023,0.353914211,3,0,0,1,99,0,0,SA+AF8-PV2023,0.353914211,3,1320.115601,123.1784016,1,0,1,3,0.240021018,0,0,0,0,0,0,2.54223401,111.3498496,99,5.240544529,5.557450952,6.051743014,0.792872472,0.362739505,SA+AF8-PV2030,0.362739505,3,0,1,1,99,0,0,SA+AF8-PV2030,0.362739505,3,213.123486,1,0,1,3,0.056936059
0,0,0.04,33.15197,+AC0-13.65092,0.008,169068,9.950598298,1100,14,0.04,0.42601,2062,1.56667,4.91917,67.46241,0.99,6.3866,6.3866,221,2216,18.25227,3264321.791,+AC0-1681738.167,15.63208983,15.63208983,6.27456,44,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.073128669,11.15581256,16.06857384,12.9877203,16.06857384,11.15581256,0,0,6.27456,0,0,0,99,2018,5.5,703.8035342,0,0,0,0,0,0,3,12.9877203,568.8621491,99,1.144032762,99,1.588460825,0.773275797,0.372965849,SA+AF8-PV2023,0.372965849,3,0,0,0,99,0,0,SA+AF8-PV2023,0.372965849,3,1685.926188,129.8092467,0,0,0,99,0,0,0,0,0,0,0,16.06857384,703.8035342,99,0.988823403,99,1.430737815,0.769409365,0.382266219,SA+AF8-PV2030,0.382266219,3,0,0,1,99,0,0,SA+AF8-PV2030,0.382266219,3,1419.594098,1,0,1,3,0.379245357
0,0,0.04,33.15197,+AC0-9.54255,0.009,169069,10.17059149,1323,9,0.04,1.7497,2153,2.01667,5.88685,94.25861,0.82281,5.5725,5.5725,337,3052,56.38523,3294134.975,+AC0-1177795.42,22.1069885,22.10698849,7.82334,27.06349206,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.130166977,11.40245128,16.42382653,13.27485982,16.42382653,11.40245128,0,0,7.82334,0,0,0,99,2018,5.5,719.363602,0,0,0,0,0,0,3,13.27485982,581.4388601,99,1.125686729,1.339135257,1.577501188,0.795901258,0.357201849,SA+AF8-PV2023,0.357201849,3,0,0,0,99,0,0,SA+AF8-PV2023,0.357201849,3,1650.365759,124.3226506,0,0,0,99,0,0,0,0,0,0,0,16.42382653,719.363602,99,0.972881666,1.188421289,1.422352203,0.792034827,0.366109124,SA+AF8-PV2030,0.366109124,3,0,0,1,99,0,0,SA+AF8-PV2030,0.366109124,3,1389.651283,1,0,1,3,0.371246118
0,0,0.04,33.15197,+AC0-13.66092,0.008,169070,13.12377106,1102,9,0.04,0.35273,2061,1.6,4.89979,66.84028,0.07155,5.29604,5.29604,221,2216,17.59595,3264236.269,+AC0-1682961.135,15.97009985,15.97009985,5.2308,41,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.072112181,14.71331931,21.1927241,17.12940897,21.1927241,14.71331931,0,0,5.2308,0,0,0,99,2018,5.5,928.2413156,0,0,0,0,0,0,3,17.12940897,750.2681129,99,0.933791875,99,1.36298082,0.774951589,0.373146812,SA+AF8-PV2023,0.373146812,3,0,0,0,99,0,0,SA+AF8-PV2023,0.373146812,3,2224.634547,129.8722303,0,0,0,99,0,0,0,0,0,0,0,21.1927241,928.2413156,99,0.815712345,99,1.242999582,0.771085158,0.382451695,SA+AF8-PV2030,0.382451695,3,0,0,1,99,0,0,SA+AF8-PV2030,0.382451695,3,1873.200675,1,0,1,3,0.500426608
0,0,0.04,33.15197,+AC0-13.74926,0.008,169071,16.71127319,1070,9,0.04,0.26904,2052,1.56667,4.82585,61.93449,1.51834,4.80115,4.80115,221,2216,14.426,3263478.087,+AC0-1693763.155,6.20204584,6.20204584,4.85429,67.27777778,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.068288719,18.7353389,26.9859479,21.81188864,26.9859479,18.7353389,0,0,4.85429,0,0,0,99,2018,5.5,1181.984518,0,0,0,0,0,0,3,21.81188864,955.3607224,99,0.791685899,99,1.209711376,0.773275797,0.374783421,SA+AF8-PV2023,0.374783421,3,0,0,0,99,0,0,SA+AF8-PV2023,0.374783421,3,2845.183005,130.4418454,0,0,0,99,0,0,0,0,0,0,0,26.9859479,1181.984518,99,0.698725945,99,1.115247333,0.769409365,0.384129115,SA+AF8-PV2030,0.384129115,3,0,0,1,99,0,0,SA+AF8-PV2030,0.384129115,3,2395.718763,1,0,1,3,0.640017608
0,0,0.16001,33.15197,+AC0-13.54717,0.034,169072,127.1206936,1092,9,0.16001,0.60819,2074,1.76667,4.73981,74.58216,1.52018,1.71785,1.71785,221,2216,26.86456,3265205.362,+AC0-1669048.708,9.52858157,9.52858157,2.2575,44,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.063951603,142.5175239,205.2789381,165.9204766,205.2789381,142.5175239,0,0,2.2575,0,0,0,99,2018,5.5,8991.217489,0,0,0,0,0,0,5,165.9204766,7267.316875,99,0.350458947,99,0.738921867,0.783331557,0.370807898,MG+AF8-PV2023,0.350458947,5,0,0,0,99,0,0,MG+AF8-PV2023,0.350458947,5,20808.61221,125.4131656,0,0,0,99,0,0,0,0,0,0,0,205.2789381,8991.217489,99,0.335768011,99,0.724091838,0.779465126,0.380054457,MG+AF8-PV2030,0.335768011,5,0,0,1,99,0,0,MG+AF8-PV2030,0.335768011,5,16631.3025,1,0,1,5,5.070416512
0,0,0.28002,33.15221,+AC0-13.73878,0.059,169073,88.22894213,1073,9,0.28002,0.55793,2053,1.56667,4.7985,62.43366,1.25541,3.72979,3.72979,221,2216,14.47142,3263591.703,+AC0-1692482.134,7.36129733,7.36129733,3.77958,49.61111111,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.066896803,98.91521209,142.4751788,115.1581833,142.4751788,98.91521209,0,0,3.77958,0,0,0,99,2018,5.5,6240.412831,0,0,0,0,0,0,3,115.1581833,5043.928429,99,0.418044088,99,0.809113967,0.773275797,0.374600867,SA+AF8-PV2023,0.374600867,3,0,0,0,99,0,0,SA+AF8-PV2023,0.374600867,3,15014.12911,130.3783082,0,0,0,99,0,0,0,0,0,0,0,142.4751788,6240.412831,99,0.39459817,99,0.785554993,0.769409365,0.383942009,SA+AF8-PV2030,0.383942009,3,0,0,1,99,0,0,SA+AF8-PV2030,0.383942009,3,12642.29076,1,0,1,3,3.377395049
0,0,0.24002,33.15225,+AC0-13.43689,0.051,169074,454.7274426,1059,9,0.24002,0.30626,2077,2.3,5.03276,57.01647,9.13518,4.67169,4.67169,221,2216,37.71928,3266164.459,+AC0-1655558.53,3.06356034,3.06356034,4.64897,61.72222222,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,4,1,5,3,5,3.75,1.093553159,0.079202497,509.8039299,734.309764,593.5193703,734.309764,509.8039299,0,0,4.64897,0,0,0,99,2018,5.5,32162.76766,891.8255147,1486.375858,0,0,3122.986915,214.9048297,5,593.5193703,25996.14842,99,0.281819947,99,0.666674513,0.810146752,0.370272306,MG+AF8-PV2023,0.281819947,5,0,0,1,99,0,0,MG+AF8-PV2023,0.281819947,5,60548.45367,102.015969,1,0,1,5,14.63883098,0,0,0,0,0,0,140.7903937,6166.619244,99,0.27689793,99,0.661621714,0.80628032,0.37950551,MG+AF8-PV2030,0.27689793,5,0,1,1,0.186200628,5.041812119,1,Grid+AF8-extension2030,0.186200628,1,5814.463278,1,1,0,1,1.035223483
0,0,0.08001,33.15239,+AC0-13.32675,0.017,169075,15.02226894,1065,9,0.08001,0.31852,2083,2.01667,5.027,48.17569,2.09399,3.58376,3.58376,3862,12100,50.53218,3267101.061,+AC0-1642082.975,3.41109336,3.41109336,3.54729,102,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.078889828,16.84176283,24.25848481,19.60736645,24.25848481,16.84176283,0,0,3.54729,0,0,0,99,2018,5.5,1062.521635,0,0,0,0,0,0,3,19.60736645,858.8026505,99,0.89410925,99,1.323229123,0.795901258,0.369205751,SA+AF8-PV2023,0.369205751,3,0,0,0,99,0,0,SA+AF8-PV2023,0.369205751,3,2519.557571,128.5005601,0,0,0,99,0,0,0,0,0,0,0,24.25848481,1062.521635,99,0.785962824,99,1.213590311,0.792034827,0.378412359,SA+AF8-PV2030,0.378412359,3,0,0,1,99,0,0,SA+AF8-PV2030,0.378412359,3,2121.5336,1,0,1,3,0.566768888
