areaId,population,MinimumTech,ElecPop,InvestmentCost,NewCapacity
mw79,4824,mini-grid,96.48,17848.8,3473.28
mw80,4607,stand-alone-photovoltaic,218.8325,109853.915,14661.7775
mw81,4802,stand-alone-photovoltaic,48.02,38031.84,4033.68
mw82,4029,grid,70.5075,44419.725,3807.405
mw83,2335,stand-alone-photovoltaic,81.725,45193.925,6701.45
mw84,3366,stand-alone-photovoltaic,412.335,263069.73,39584.16
mw85,534,stand-alone-photovoltaic,2.67,1623.36,218.94
mw86,3176,grid,341.42,214411.76,14681.06
mw87,4819,stand-alone-diesel,433.71,309668.94,32528.25
mw88,1493,stand-alone-diesel,67.185,26000.595,2351.475
mw89,1851,mini-grid,27.765,5747.355,2415.555
mw90,636,stand-alone-diesel,62.01,9487.53,3534.57
mw91,4779,stand-alone-diesel,23.895,20047.905,1505.385
mw92,1676,stand-alone-diesel,155.03,50074.69,8216.59
mw93,1221,stand-alone-diesel,128.205,41923.035,4487.175
mw94,4778,stand-alone-diesel,298.625,258310.625,28070.75
mw95,3571,stand-alone-photovoltaic,160.695,157481.1,15587.415
mw96,1731,grid,77.895,60602.31,7477.92
mw97,3978,stand-alone-photovoltaic,298.35,290592.9,23868
mw98,4916,mini-grid,49.16,47586.88,4473.56
mw99,3338,mini-grid,50.07,19777.65,1702.38
mw100,679,stand-alone-photovoltaic,59.4125,44559.375,5347.125
