areaId,population,MinimumTech,ElecPop,InvestmentCost,NewCapacity
mw86,3176,grid,127.04,119036.48,3684.16
mw87,4819,stand-alone-diesel,505.995,307644.96,33901.665
mw88,1493,stand-alone-diesel,115.7075,17818.955,8330.94
mw89,1851,mini-grid,78.6675,64507.35,2596.0275
mw90,636,stand-alone-diesel,57.24,14310,2289.6
mw91,4779,stand-alone-diesel,597.375,403228.125,31660.875
mw92,1676,stand-alone-diesel,71.23,41883.24,3419.04
mw93,1221,stand-alone-diesel,15.2625,3006.7125,1434.675
mw94,4778,stand-alone-diesel,453.91,62185.67,21333.77
mw95,3571,stand-alone-photovoltaic,374.955,269967.6,17247.93
mw96,1731,grid,160.1175,154993.74,14410.575
mw97,3978,stand-alone-photovoltaic,238.68,112656.96,10024.56
mw98,4916,mini-grid,147.48,66071.04,12535.8
mw99,3338,mini-grid,233.66,166599.58,21029.4
mw100,679,stand-alone-photovoltaic,49.2275,24958.3425,2707.5125
