areaId,population,MinimumTech,ElecPop,InvestmentCost,NewCapacity
mw81,4802,stand-alone-photovoltaic,576.24,299068.56,24202.08
mw82,4029,grid,141.015,132836.13,4089.435
mw83,2335,stand-alone-photovoltaic,251.0125,139813.9625,14056.7
mw84,3366,stand-alone-photovoltaic,227.205,123826.725,14313.915
mw85,534,stand-alone-photovoltaic,24.03,18959.67,696.87
mw86,3176,grid,317.6,314424,15562.4
mw87,4819,stand-alone-diesel,192.76,62839.76,10794.56
mw88,1493,stand-alone-diesel,153.0325,89830.0775,3672.78
mw89,1851,mini-grid,166.59,166423.41,7329.96
mw90,636,stand-alone-diesel,12.72,4146.72,1272
mw91,4779,stand-alone-diesel,358.425,337636.35,14695.425
mw92,1676,stand-alone-diesel,8.38,1466.5,368.72
mw93,1221,stand-alone-diesel,143.4675,69725.205,11907.8025
mw94,4778,stand-alone-diesel,382.24,259923.2,25610.08
mw95,3571,stand-alone-photovoltaic,44.6375,6472.4375,3124.625
mw96,1731,grid,181.755,51073.155,3635.1
mw97,3978,stand-alone-photovoltaic,169.065,35841.78,9636.705
mw98,4916,mini-grid,49.16,37066.64,4227.76
mw99,3338,mini-grid,275.385,265195.755,26712.345
mw100,679,stand-alone-photovoltaic,64.505,8708.175,4386.34
